trade_id,asset,side,signal_timestamp,entry_timestamp,exit_timestamp,entry_price,exit_price,raw_entry_price,raw_exit_price,bars_held,position_size,gross_return,net_return,entry_cost,exit_cost,holding_cost,total_cost,entry_turnover,exit_turnover,holding_turnover,total_turnover,trade_r,gross_trade_r,total_cost_r,max_favorable_r,max_adverse_r,time_to_mfe,time_to_mae,exit_reason,risk_distance,risk_distance_source,was_ever_positive,was_ever_0_5r,lost_but_reached_0_5r,was_ever_1r,lost_but_reached_1r,was_ever_1_5r,lost_but_reached_1_5r,was_ever_2r,lost_but_reached_2r,lost_but_was_positive,giveback_r,capture_ratio,positive_mfe_capture_ratio,abs_mae_r,pred_prob,pred_is_oos
0,ETHUSD,short,2022-03-16 01:00:00,2022-03-16 01:00:00,2022-03-16 13:00:00,2626.2,2674.9,2626.2,2674.9,24,1.0,-0.019132872235749332,-0.01932914609681824,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,-2.759866432337856,-2.7304182824675634,0.029448149870292713,1.0400258550261248,-5.987857752926789,6,2,position_exit,17.836095045477272,atr_48,True,True,True,True,True,False,False,False,False,True,3.7998922873639804,-2.6536517520216165,-2.6536517520216165,5.987857752926789,0.25921764969825745,True
1,ETHUSD,long,2022-03-17 10:30:00,2022-03-17 10:30:00,2022-03-17 22:30:00,2773.0,2821.3,2773.0,2821.3,24,1.0,0.017417958889289542,0.017214665763794157,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,2.420108841612632,2.4482202903293326,0.02811144871670068,3.236415435559567,-0.36495209296833714,7,2,position_exit,19.728616820467124,atr_48,True,True,False,True,False,True,False,True,False,False,0.8163065939469352,0.7477744714173883,0.7477744714173883,0.36495209296833714,0.6875675916671753,True
2,ETHUSD,short,2022-03-18 15:00:00,2022-03-18 15:00:00,2022-03-19 04:00:00,2875.2,2948.35,2875.2,2948.35,24,1.0,-0.02520774169241169,-0.025402667265839618,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,-4.01308600596404,-3.9817847685978816,0.03130123736615889,0.02449491655322379,-6.023027814700714,1,10,position_exit,18.371158726833603,atr_48,True,False,False,False,False,False,False,False,False,True,4.0375809225172645,-163.83342222228862,-163.83342222228862,6.023027814700714,0.2852143347263336,True
3,ETHUSD,short,2022-03-24 05:30:00,2022-03-24 05:30:00,2022-03-24 17:30:00,3049.5,3099.45,3049.5,3099.45,24,1.0,-0.01677584747175176,-0.016971814464463608,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,-2.5205992372830193,-2.4901934517727846,0.030405785510234772,2.2608663270850045,-4.00574662362252,16,20,position_exit,20.058682575219244,atr_48,True,True,True,True,True,True,True,True,True,True,4.781465564368023,-1.1148820286659298,-1.1148820286659298,4.00574662362252,0.12591314315795898,True
4,ETHUSD,long,2022-03-25 19:00:00,2022-03-25 19:00:00,2022-03-26 08:00:00,3092.6,3128.65,3092.6,3128.65,24,1.0,0.011656858306926532,0.011454294561695999,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,1.7661631968586124,1.7969947415900485,0.03083154473143609,2.405131658300122,-0.4561026875325665,23,1,position_exit,20.061271836611937,atr_48,True,True,False,True,False,True,False,True,False,False,0.6389684614415094,0.7343311917098484,0.7343311917098484,0.4561026875325665,0.6786175966262817,True
5,ETHUSD,long,2022-03-28 13:30:00,2022-03-28 13:30:00,2022-03-29 01:30:00,3380.3,3390.8500000000004,3380.3,3390.8500000000004,24,1.0,0.003121024761115976,0.0029208542905958534,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,0.5954139873923537,0.6361814601860376,0.04076747279368391,3.1477414428161588,-3.7899530590229387,12,20,reversal,16.58331884886281,atr_48,True,True,False,True,False,True,False,True,False,False,2.552327455423805,0.18915593869732217,0.18915593869732217,3.7899530590229387,0.874344527721405,True
6,ETHUSD,short,2022-03-29 01:30:00,2022-03-29 01:30:00,2022-03-29 13:30:00,3390.8500000000004,3445.45,3390.8500000000004,3445.45,24,1.0,-0.016144767156005657,-0.016341152932975667,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,-2.7366606227671055,-2.703086408307003,0.03357421446010218,1.0817296340935822,-4.576929275604111,3,21,position_exit,20.19913230750049,atr_48,True,True,True,True,True,False,False,False,False,True,3.818390256860688,-2.5298933638443266,-2.5298933638443266,4.576929275604111,0.2761719822883606,True
7,ETHUSD,short,2022-03-30 11:00:00,2022-03-30 11:00:00,2022-03-30 23:00:00,3413.3,3391.65,3413.3,3391.65,24,1.0,0.005836750693178461,0.005635550367325326,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,0.9883816260852935,1.0205616069919503,0.0321799809066569,2.976834433327551,-1.6239421413797854,8,14,position_exit,21.213809976462162,atr_48,True,True,False,True,False,True,False,True,False,False,1.9884528072422576,0.33202438638163206,0.33202438638163206,1.6239421413797854,0.2310115396976471,True
8,ETHUSD,short,2022-04-03 06:00:00,2022-04-03 06:00:00,2022-04-03 18:00:00,3502.35,3496.9,3502.35,3496.9,24,1.0,0.0013701430416444005,0.0011697929798717421,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,0.21266649223514628,0.24403096362830698,0.03136447139316072,1.3612002374863856,-0.7970185601071658,6,18,position_exit,22.333231484103486,atr_48,True,True,False,True,False,False,False,False,False,False,1.1485337452512394,0.15623453947367777,0.15623453947367777,0.7970185601071658,0.1884571611881256,True
9,ETHUSD,long,2022-04-04 15:00:00,2022-04-04 15:00:00,2022-04-05 03:00:00,3433.8,3524.05,3433.8,3524.05,24,1.0,0.02628283534276954,0.02607782927310942,0.0001,0.0001,0.0,0.0002,1.0,1.0,0.0,2.0,4.254043492537447,4.286662979158688,0.03261948662124123,5.376734063609559,-1.166067325632649,15,6,position_exit,21.053672854335915,atr_48,True,True,False,True,False,True,False,True,False,False,1.1226905710721127,0.7911946996466444,0.7911946996466444,1.166067325632649,0.7401012182235718,True
